session_date,rows,first_time_et,last_time_et,exact_spx_1459,exact_spx_1559,missing_spx_final_120m,missing_vix_final_120m,max_vix_staleness_final_120m,vix_1359_valid,vix_1429_valid,vix_1444_valid,vix_1459_valid,strict_eligible,relaxed_eligible
2025-07-17,390,09:30:00,15:59:00,True,True,0,3,120.0,True,True,False,True,False,False
2025-07-18,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2025-07-21,390,09:30:00,15:59:00,True,True,0,6,120.0,True,True,True,True,False,False
2025-07-22,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2025-07-23,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2025-07-24,390,09:30:00,15:59:00,True,True,0,1,120.0,True,True,True,False,False,False
2025-07-25,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2025-07-28,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2025-07-29,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2025-07-30,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2025-07-31,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2025-08-01,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2025-08-04,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2025-08-05,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2025-08-06,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2025-08-07,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2025-08-08,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2025-08-11,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2025-08-12,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2025-08-13,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2025-08-14,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2025-08-15,390,09:30:00,15:59:00,True,True,0,1,120.0,True,True,True,True,False,True
2025-08-18,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2025-08-19,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2025-08-20,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2025-08-21,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2025-08-22,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2025-08-25,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2025-08-26,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2025-08-27,390,09:30:00,15:59:00,True,True,0,2,120.0,True,True,True,True,False,True
2025-08-28,390,09:30:00,15:59:00,True,True,0,1,120.0,True,True,True,True,False,True
2025-08-29,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2025-09-02,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2025-09-03,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2025-09-04,390,09:30:00,15:59:00,True,True,0,1,120.0,True,True,True,True,False,True
2025-09-05,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2025-09-08,390,09:30:00,15:59:00,True,True,0,2,120.0,True,True,True,True,False,True
2025-09-09,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2025-09-10,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2025-09-11,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2025-09-12,390,09:30:00,15:59:00,True,True,0,2,120.0,True,True,True,True,False,True
2025-09-15,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2025-09-16,390,09:30:00,15:59:00,True,True,0,2,120.0,True,True,True,True,False,True
2025-09-17,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2025-09-18,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2025-09-19,390,09:30:00,15:59:00,True,True,0,3,120.0,True,True,True,True,False,True
2025-09-22,390,09:30:00,15:59:00,True,True,0,2,120.0,True,True,True,True,False,True
2025-09-23,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2025-09-24,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2025-09-25,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2025-09-26,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2025-09-29,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2025-09-30,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2025-10-01,390,09:30:00,15:59:00,True,True,0,1,120.0,False,True,True,True,False,False
2025-10-02,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2025-10-03,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2025-10-06,390,09:30:00,15:59:00,True,True,0,3,120.0,True,True,True,True,False,True
2025-10-07,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2025-10-08,390,09:30:00,15:59:00,True,True,0,1,120.0,True,True,True,True,False,True
2025-10-09,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2025-10-10,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2025-10-13,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2025-10-14,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2025-10-15,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2025-10-16,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2025-10-17,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2025-10-20,390,09:30:00,15:59:00,True,True,0,1,120.0,True,True,True,True,False,True
2025-10-21,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2025-10-22,390,09:30:00,15:59:00,True,True,0,7,120.0,True,True,True,True,False,False
2025-10-23,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2025-10-24,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2025-10-27,390,09:30:00,15:59:00,True,True,0,3,120.0,False,True,True,True,False,False
2025-10-28,390,09:30:00,15:59:00,True,True,0,3,120.0,True,True,True,True,False,True
2025-10-29,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2025-10-30,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2025-10-31,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2025-11-03,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2025-11-04,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2025-11-05,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2025-11-06,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2025-11-07,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2025-11-10,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2025-11-11,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2025-11-12,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2025-11-13,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2025-11-14,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2025-11-17,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2025-11-18,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2025-11-19,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2025-11-20,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2025-11-21,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2025-11-24,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2025-11-25,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2025-11-26,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2025-11-28,211,09:30:00,13:00:00,False,False,0,0,0.0,False,False,False,False,False,False
2025-12-01,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2025-12-02,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2025-12-03,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2025-12-04,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2025-12-05,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2025-12-08,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2025-12-09,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2025-12-10,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2025-12-11,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2025-12-12,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2025-12-15,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2025-12-16,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2025-12-17,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2025-12-18,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2025-12-19,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2025-12-22,390,09:30:00,15:59:00,True,True,0,1,120.0,True,True,True,True,False,True
2025-12-23,390,09:30:00,15:59:00,True,True,0,5,120.0,True,False,True,True,False,False
2025-12-24,211,09:30:00,13:00:00,False,False,0,0,0.0,False,False,False,False,False,False
2025-12-26,390,09:30:00,15:59:00,True,True,0,4,120.0,True,True,True,True,False,True
2025-12-29,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2025-12-30,390,09:30:00,15:59:00,True,True,0,3,120.0,True,True,True,True,False,True
2025-12-31,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-01-02,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-01-05,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2026-01-06,390,09:30:00,15:59:00,True,True,0,3,120.0,True,True,True,True,False,True
2026-01-07,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2026-01-08,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-01-09,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2026-01-12,390,09:30:00,15:59:00,True,True,0,3,120.0,True,True,True,True,False,True
2026-01-13,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-01-14,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-01-15,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-01-16,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-01-20,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-01-21,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-01-22,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-01-23,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-01-26,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2026-01-27,390,09:30:00,15:59:00,True,True,0,4,120.0,True,True,True,True,False,True
2026-01-28,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-01-29,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-01-30,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-02-02,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-02-03,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-02-04,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-02-05,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-02-06,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-02-09,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-02-10,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-02-11,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-02-12,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-02-13,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-02-17,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-02-18,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-02-19,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-02-20,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-02-23,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-02-24,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-02-25,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2026-02-26,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-02-27,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-03-02,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-03-03,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-03-04,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-03-05,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-03-06,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-03-09,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-03-10,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-03-11,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-03-12,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-03-13,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-03-16,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-03-17,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-03-18,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-03-19,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-03-20,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-03-23,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-03-24,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-03-25,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-03-26,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-03-27,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-03-30,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-03-31,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-04-01,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-04-02,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-04-06,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-04-07,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-04-08,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-04-09,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2026-04-10,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-04-13,390,09:30:00,15:59:00,True,True,0,2,120.0,True,True,True,True,False,True
2026-04-14,390,09:30:00,15:59:00,True,True,0,1,120.0,True,True,True,True,False,True
2026-04-15,390,09:30:00,15:59:00,True,True,0,1,120.0,True,True,True,True,False,True
2026-04-16,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-04-17,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2026-04-20,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-04-21,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-04-22,390,09:30:00,15:59:00,True,True,0,1,120.0,True,True,True,True,False,True
2026-04-23,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-04-24,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-04-27,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2026-04-28,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2026-04-29,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-04-30,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2026-05-01,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2026-05-04,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-05-05,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2026-05-06,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2026-05-07,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-05-08,390,09:30:00,15:59:00,True,True,0,1,120.0,True,True,True,True,False,True
2026-05-11,390,09:30:00,15:59:00,True,True,0,1,120.0,True,True,True,True,False,True
2026-05-12,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2026-05-13,390,09:30:00,15:59:00,True,True,0,1,120.0,True,True,True,True,False,True
2026-05-14,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2026-05-15,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2026-05-18,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-05-19,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-05-20,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2026-05-21,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-05-22,390,09:30:00,15:59:00,True,True,0,1,120.0,True,True,True,True,False,True
2026-05-26,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2026-05-27,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2026-05-28,390,09:30:00,15:59:00,True,True,0,2,120.0,True,True,True,True,False,True
2026-05-29,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2026-06-01,390,09:30:00,15:59:00,True,True,0,3,120.0,True,True,True,True,False,True
2026-06-02,390,09:30:00,15:59:00,True,True,0,2,120.0,True,True,True,True,False,True
2026-06-03,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-06-04,390,09:30:00,15:59:00,True,True,0,2,120.0,True,True,True,True,False,True
2026-06-05,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-06-08,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-06-09,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-06-10,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-06-11,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-06-12,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-06-15,390,09:30:00,15:59:00,True,True,0,2,120.0,True,True,True,True,False,True
2026-06-16,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-06-17,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-06-18,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-06-22,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-06-23,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-06-24,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-06-25,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-06-26,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-06-29,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-06-30,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2026-07-01,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-07-02,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-07-06,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2026-07-07,390,09:30:00,15:59:00,True,True,0,0,120.0,True,True,True,True,True,True
2026-07-08,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
2026-07-09,390,09:30:00,15:59:00,True,True,0,1,120.0,True,True,True,True,False,True
2026-07-10,390,09:30:00,15:59:00,True,True,0,2,120.0,True,True,True,True,False,True
2026-07-13,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-07-14,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-07-15,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-07-16,390,09:30:00,15:59:00,True,True,0,0,60.0,True,True,True,True,True,True
2026-07-17,390,09:30:00,15:59:00,True,True,0,0,0.0,True,True,True,True,True,True
